"","lgID","yearID","playerID","IPouts","WAR","pops","scale_WAR","WAR_talent"
"374","AL",2004,"dresery01",623,4.94,68912000,34.58,626410.734098621
"375","AL",1942,"bentoal01",680,5.57,11422000,38.99,626344.21702104
"376","AL",2019,"meansjo01",465,4.49,95819000,31.43,626322.309212451
"377","NL",2004,"davisdo02",622,4.94,68912000,34.58,625969.275770321
"378","NL",1895,"hawlepi01",1333,10.02,5295000,70.14,625815.682710339
"379","NL",2014,"alvarhe01",561,4.38,84914000,30.66,622136.100162042
"380","AL",2008,"mechegi01",631,4.91,73764000,34.37,622055.264500869
"381","NL",1896,"cuppyni01",1074,9.67,5352000,67.69,622017.968104712
"382","NL",1981,"reussje01",458,4.14,36801000,28.98,620102.734204649
"383","NL",1894,"meekijo01",1254,10.82,5238000,75.74,620004.138725274
"384","AL",1980,"corbedo01",409,5.69,36370000,39.83,615679.664441016
"385","NL",2018,"mikolmi01",602,4.07,93638000,28.49,615563.266918342
"386","AL",2011,"masteju01",648,4.25,78371000,29.75,614406.126197162
"387","NL",2016,"teherju01",564,4.78,89276000,33.46,613886.968551102
"388","AL",1933,"hadlebu01",950,7.39,10283000,51.73,610141.861325265
"389","NL",1999,"daalom01",644,4.6,61722000,32.2,608883.733629386
"390","NL",1892,"weyhigu01",1409,9,5124000,63,608353.855857629
"391","AL",1935,"hardeme01",862,7.31,10525000,51.17,605242.497196492
"392","NL",2010,"myersbr01",671,4.91,76190000,34.37,603204.431560722
"393","AL",2015,"betande01",252,3.95,87095000,27.65,600854.850650981
"394","NL",2019,"grayjo02",450,4.46,95819000,31.22,599519.773972722
"395","AL",2014,"richaga01",506,4.36,84914000,30.52,594043.762625169
"396","AL",1979,"mongesi01",393,5.55,35343000,38.85,593750.220737074
"397","AL",2016,"porceri01",669,4.77,89276000,33.39,591262.457192684
"398","AL",1929,"marbefi01",751,6.67,9821000,46.69,586436.695365608
"399","NL",2008,"billich01",602,4.81,73764000,33.67,585646.924194765
"400","NL",1973,"twitcwa01",670,6.68,29181000,46.76,580006.310571169
"401","AL",2007,"escobke01",587,4.91,72551000,34.37,578462.811788203
"402","AL",1960,"herbera01",758,5.77,19580000,40.39,578402.269008324
"403","NL",1887,"caseyda01",1171,10.37,4827000,72.59,577835.247809381
"404","NL",1888,"keefeti01",1303,10.3,4888000,72.1,577389.262324681
"405","NL",1928,"bentola01",931,6.98,9722000,48.86,574190.138592679
"406","AL",1927,"lyonste01",923,7.26,9623000,50.82,574165.407880367
"407","NL",2015,"millesh01",616,3.94,87095000,27.58,573223.642205076
"408","NL",1890,"gleaski01",1518,12.29,5010000,86.03,571562.705035806
"409","NL",1977,"suttebr01",322,6.55,33289000,45.85,570446.621623559
"410","AL",1984,"hernawi01",421,4.75,38094000,33.25,570059.845578017
"411","NL",1893,"breitte01",1148,11.5,5181000,80.5,569899.485229241
"412","NL",2012,"lohseky01",633,4.01,80552000,28.07,566910.372899058
"413","NL",1999,"limajo01",739,4.51,61722000,31.57,566571.437667556
"414","AL",1993,"alvarwi01",623,4.93,47694000,34.51,566250.917934506
"415","AL",2016,"happja01",585,4.5,89276000,31.5,564471.223737077
"416","AL",2002,"pineijo01",583,4.69,66486000,32.83,564302.495487117
"417","AL",1966,"wilsoea01",792,5.93,23492000,41.51,562168.72702205
"418","NL",2018,"wheelza01",547,3.93,93638000,27.51,561853.138832118
"419","AL",1982,"leallu01",749,5.09,37232000,35.63,557963.80210456
"420","NL",1885,"welchmi01",1476,10.41,4705000,72.87,557316.018345136
"421","NL",1991,"averyst01",631,5.18,43018000,36.26,555486.667201779
"422","AL",2011,"bakersc02",404,4.21,78371000,29.47,554350.524826493
"423","NL",2008,"volqued01",588,4.74,73764000,33.18,553478.003783474
"424","NL",2005,"chacosh01",455,4.63,70125000,32.41,551609.795928343
"425","NL",1998,"harnipe01",627,5.12,59384000,35.84,549861.239594054
"426","AL",2017,"pomerdr01",521,3.89,91457000,27.23,548755.141346392
"427","AL",1980,"clancji01",752,5.53,36370000,38.71,547815.385557746
"428","AL",1990,"stewada01",801,5.15,40680000,36.05,544502.333068201
"429","AL",1921,"shockur01",980,7.75,9029000,54.25,540951.025917578
"430","AL",1989,"bosioch01",704,5.43,40249000,38.01,540528.252836464
"431","NL",2016,"straida01",574,4.29,89276000,30.03,538401.75042347
"432","NL",1951,"jansela01",836,5.54,13289000,38.78,536584.806233001
"433","AL",1979,"johnto01",829,5.49,35343000,38.43,533948.2302552
"434","NL",1880,"richmle01",1772,8.18,4400000,57.26,533517.349092278
"435","AL",1920,"bagbyji01",1019,8.54,8930000,59.78,533348.564111506
"436","AL",1918,"perrysc01",997,8.09,8854000,56.63,532430.87772353
"437","NL",2009,"lillyte01",531,4.98,74977000,34.86,531174.754709029
"438","AL",1916,"ruthba01",971,8.79,8778000,61.53,530945.504491425
"439","NL",1915,"toneyfr01",669,7.98,8740000,55.86,530350.853420109
"440","AL",1999,"sirotmi01",627,4.47,61722000,31.29,529534.905698355
"441","AL",2005,"garlajo01",663,4.62,70125000,32.34,528881.894875052
"442","AL",2015,"gallayo01",553,3.93,87095000,27.51,528747.711799983
"443","AL",2017,"vargaja01",539,3.87,91457000,27.09,528536.529697444
"444","AL",1922,"shawkbo01",899,7.07,9128000,49.49,527003.873106898
"445","AL",2008,"saundjo01",594,4.69,73764000,32.83,526628.348164499
"446","NL",1882,"wiedmst01",1233,10.23,4522000,71.61,525202.509220009
"447","NL",1913,"adamsba01",941,8.32,8664000,58.24,523218.049906609
"448","AL",1912,"woodjo02",1032,10.08,8626000,70.56,523144.254060994
"449","AL",1985,"boydoi01",817,6.05,38525000,42.35,519794.327562359
"450","AL",2018,"berrijo01",577,3.87,93638000,27.09,518423.704385238
"451","AL",2016,"hillri01",331,4.27,89276000,29.89,517254.015182662
"452","NL",1995,"nomohi01",574,4.69,52370000,32.83,516163.930918785
"453","AL",2010,"guthrje01",628,4.54,76190000,31.78,515119.775810346
"454","NL",1886,"ferguch01",1187,10.51,4766000,73.57,513060.963019561
"455","AL",1950,"houttar01",824,6.02,12590000,42.14,512164.008938996
"456","NL",1996,"fasseje01",695,5.57,54708000,38.99,511915.581656198
"457","AL",2006,"liriafr01",363,4.52,71338000,31.64,511243.301690132
"458","AL",1983,"youngma01",611,5.09,37663000,35.63,510909.576252478
"459","AL",1983,"dotsori01",720,5.09,37663000,35.63,510330.997951415
"460","NL",2017,"knebeco01",228,3.67,91457000,25.69,507452.951836472
"461","NL",2002,"perezod01",667,4.67,66486000,32.69,507438.429356185
"462","NL",1909,"ruckena01",928,7.61,8253000,53.27,504775.815824574
"463","AL",2015,"estrama01",543,3.91,87095000,27.37,502275.592786886
"464","NL",1948,"leonadu02",677,6.34,12298000,44.38,500627.163560955
"465","AL",1965,"stottme01",873,6.84,22840000,47.88,499967.603110402
"466","NL",1949,"heintke01",750,6.27,12444000,43.89,499511.461225759
"467","AL",1999,"foulkke01",316,4.45,61722000,31.15,499443.441801333
"468","NL",1997,"valdeis01",590,5.3,57046000,37.1,499105.221431062
"469","AL",2016,"brittza01",201,4.2,89276000,29.4,497144.581045323
"470","AL",1990,"hansoer01",708,5.01,40680000,35.07,495797.235112665
"471","AL",2014,"mchugco01",464,3.99,84914000,27.93,495557.639320052
"472","AL",1961,"mcbrike01",725,5.08,20232000,35.56,495273.15784969
"473","AL",2004,"lopezro01",512,4.8,68912000,33.6,495252.723694334
"474","NL",2018,"foltymi01",549,3.85,93638000,26.95,495046.760503553
"475","NL",1955,"rushbo01",702,5.45,16085000,38.15,492262.816257213
"476","AL",2012,"parkeja02",544,3.86,80552000,27.02,491842.155145281
"477","AL",1988,"anderal02",607,5.2,39818000,36.4,489473.782503187
"478","NL",2003,"wellski01",592,4.87,67699000,34.09,489039.295459747
"479","NL",1989,"smithbr01",647,5.09,40249000,35.63,487964.849242185
"480","NL",1993,"benesan01",692,4.84,47694000,33.88,487964.315213055
"481","AL",1945,"wolffro01",750,5.99,11860000,41.93,484412.15340071
"482","AL",2017,"kimbrcr01",207,3.59,91457000,25.13,483632.616381422
"483","NL",2015,"garcija02",389,3.9,87095000,27.3,483005.642143036
"484","AL",1979,"lopezau01",381,5.26,35343000,36.82,482710.322702982
"485","NL",1966,"cuellmi01",682,5.72,23492000,40.04,481603.173517928
"486","NL",2018,"willitr01",512,3.84,93638000,26.88,479699.295365883
"487","AL",2002,"washbja01",618,4.54,66486000,31.78,479350.311956608
"488","NL",1986,"ojedabo01",652,4.72,38956000,33.04,478460.931684282
"489","AL",2016,"gausmke01",539,4.08,89276000,28.56,475176.036545145
"490","AL",1971,"bradlto01",857,6.18,27127000,43.26,474571.078420233
"491","NL",1943,"bithohi01",749,5.5,11568000,38.5,474427.52884277
"492","AL",2019,"odorija01",477,3.63,95819000,25.41,473288.213434934
"493","AL",2001,"sparkst01",696,4.45,65273000,31.15,472735.629333863
"494","AL",1974,"busbyst01",877,6.47,30208000,45.29,465412.366494125
"495","AL",2013,"cobbal01",430,3.92,82733000,27.44,465151.37630939
"496","AL",2018,"gibsoky01",590,3.81,93638000,26.67,463640.282617986
"497","NL",1978,"swancr01",622,5.62,34316000,39.34,462257.525786062
"498","NL",2009,"rodriwa01",617,4.69,74977000,32.83,461528.245802507
"499","NL",1995,"hamiljo02",613,4.62,52370000,32.34,460851.114610725
"500","AL",1942,"whiteha01",650,5.53,11422000,38.71,460081.663341636
"501","NL",1883,"whitnji01",1542,11.35,4583000,79.45,457215.22882783
"502","NL",1993,"martira02",635,4.67,47694000,32.69,455187.965525162
"503","AL",2012,"rodnefe01",224,3.72,80552000,26.04,454896.468745032
"504","AL",2017,"paxtoja01",408,3.56,91457000,24.92,454276.558034211
"505","NL",1906,"sparktu01",950,7.14,7362000,49.98,454205.629881091
"506","AL",1996,"mcdonbe01",664,5.34,54708000,37.38,453548.656274999
"507","AL",1964,"radatdi01",471,6.08,22188000,42.56,452898.422788645
"508","AL",2007,"betanra01",238,4.33,72551000,30.31,451581.976723603
"509","AL",1940,"rignejo01",842,6.63,11130000,46.41,449903.589272114
"510","AL",2010,"marcush01",586,4.06,76190000,28.42,446231.423872393
"511","AL",1994,"bonesri01",512,3.95,50032000,27.65,445164.700879093
"512","AL",1982,"hoytla01",719,4.94,37232000,34.58,444912.287985377
"513","NL",2000,"whitega01",252,4.42,64060000,30.94,444008.595200024
"514","NL",1976,"barrji01",757,5.55,32262000,38.85,442456.481061806
"515","AL",1958,"hydedi01",309,4.8,18182000,33.6,441999.763375262
"516","NL",2014,"samarje01",659,3.86,84914000,27.02,441786.999489794
"517","AL",1979,"parromi01",688,5.14,35343000,35.98,440843.707913245
"518","AL",2011,"roberda08",200,3.67,78371000,25.69,440126.825470289
"519","NL",2017,"bradlar01",219,3.51,91457000,24.57,439660.593295357
"520","NL",1998,"reedri01",637,4.51,59384000,31.57,436761.883285434
"521","AL",2015,"chenwe02",574,3.73,87095000,26.11,436042.506455077
"522","NL",2002,"clemema01",615,4.42,66486000,30.94,435807.412489577
"523","NL",1975,"messean01",965,6.47,31235000,45.29,434391.858134389
"524","NL",1992,"morgami01",720,5.44,45356000,38.08,434187.602331578
"525","AL",2013,"tillmch01",619,3.83,82733000,26.81,431753.957841221
"526","NL",2001,"desseel01",615,4.31,65273000,30.17,430556.443462578
"527","AL",2019,"boydma01",556,3.48,95819000,24.36,429552.527287083
"528","NL",1935,"blantcy01",763,7.18,10525000,50.26,428903.744044448
"529","NL",1983,"smithle02",310,4.75,37663000,33.25,428877.710557168
"530","AL",1996,"riverma01",323,4.96,54708000,34.72,427474.459908794
"531","NL",2014,"woodal02",515,3.81,84914000,26.67,425421.866476221
"532","AL",1990,"farrst01",381,4.77,40680000,33.39,425180.233611969
"533","NL",1971,"wilsodo01",804,6.07,27127000,42.49,425054.534929672
"534","AL",2003,"ponsosi01",648,4.48,67699000,31.36,424956.926563734
"535","NL",1961,"willist02",706,4.71,20232000,32.97,423758.759487486
"536","AL",2000,"helliri01",651,4.21,64060000,29.47,422208.411564294
"537","NL",2015,"rossty01",588,3.54,87095000,24.78,421299.707368622
"538","AL",2018,"fiersmi01",516,3.7,93638000,25.9,420934.502851367
"539","NL",1994,"grosske01",472,3.83,50032000,26.81,418577.863123256
"540","AL",1930,"stewale01",813,7.22,9920000,50.54,415820.471455771
"541","NL",1957,"sanfoja02",710,4.59,17483000,32.13,415533.105868246
"542","NL",1995,"ritzke01",520,4.52,52370000,31.64,412680.479788695
"543","AL",1980,"mayru01",526,4.93,36370000,34.51,412509.215174637
"544","AL",2004,"westbja01",647,4.25,68912000,29.75,411086.246841516
"545","AL",1929,"walberu01",803,6.27,9821000,43.89,410477.165187698
"546","NL",1931,"clarkwa02",700,5.8,10041000,40.6,409756.375597486
"547","NL",2009,"wellsra01",496,4.17,74977000,29.19,409518.916713313
"548","AL",1973,"leebi03",854,6.14,29181000,42.98,408376.710397954
"549","AL",2018,"kellebr01",421,3.54,93638000,24.78,408229.366174315
"550","AL",1999,"hernaor01",643,4.24,61722000,29.68,407951.606623972
"551","AL",1955,"hoeftbi01",660,5.02,16085000,35.14,406716.680438564
"552","NL",2008,"cookaa01",634,4.34,73764000,30.38,405105.289500719
"553","AL",2019,"hendrli01",255,3.45,95819000,24.15,404749.212096693
"554","AL",2015,"daviswa01",202,3.46,87095000,24.22,404582.133086318
"555","NL",2016,"guerrju02",365,3.81,89276000,26.67,403496.466546455
"556","NL",1927,"kremera01",678,6.99,9623000,48.93,403309.113731584
"557","NL",1986,"darliro01",711,4.62,38956000,32.34,401862.45425821
"558","NL",2003,"trachst01",614,4.35,67699000,30.45,401198.800038023
"559","AL",2010,"cahiltr01",590,3.93,76190000,27.51,400745.153845027
"560","AL",1984,"blackbu02",771,4.52,38094000,31.64,397983.250252658
"561","AL",2011,"ogandal01",507,3.61,78371000,25.27,397625.40763009
"562","AL",1998,"ericksc01",754,4.33,59384000,30.31,396610.023339906
"563","AL",2009,"jacksed01",642,4.15,74977000,29.05,394699.554482874
"564","AL",1968,"mcnalda01",819,5.93,24796000,41.51,393313.595236177
"565","AL",1994,"mcdowja01",543,3.78,50032000,26.46,393284.753497596
"566","NL",1982,"berenbr01",667,4.86,37232000,34.02,392995.762161008
"567","NL",2012,"latosma01",628,3.44,80552000,24.08,392866.527544312
"568","AL",1999,"miltoer01",619,4.22,61722000,29.54,392685.038591718
"569","NL",1949,"kosloda01",636,6.1,12444000,42.7,392652.483228595
"570","AL",2016,"millean01",223,3.75,89276000,26.25,390731.506450804
"571","NL",2003,"batismi01",580,4.34,67699000,30.38,390638.945312005
"572","NL",1975,"mortoca01",833,6.06,31235000,42.42,389304.157328327
"573","AL",1981,"righeda01",316,3.45,36801000,24.15,389043.193221622
"574","NL",2000,"anderbr02",640,4.11,64060000,28.77,388507.775780328
"575","NL",1948,"vandejo01",696,5.52,12298000,38.64,388208.928181039
"576","AL",2017,"duffyda01",439,3.33,91457000,23.31,387324.043408851
"577","AL",2013,"ueharko01",223,3.63,82733000,25.41,387245.837651561
"578","AL",1996,"belchti01",716,4.78,54708000,33.46,386769.782802764
"579","AL",2014,"smylydr01",459,3.66,84914000,25.62,386221.945823429
"580","AL",1967,"horlejo01",774,5.48,24144000,38.36,385100.819356754
"581","NL",1902,"tayloja02",1001,9.2,6174000,64.4,384762.563044247
"582","AL",1977,"rozemda01",655,5.64,33289000,39.48,384552.040451247
"583","NL",1971,"pappami01",784,5.76,27127000,40.32,384425.336945062
"584","AL",2009,"floydga01",579,4.13,74977000,28.91,383245.650371676
"585","AL",2015,"salazda01",555,3.42,87095000,23.94,382630.9378
"586","NL",1992,"drabedo01",770,5.29,45356000,37.03,382020.111097325
"587","NL",1952,"raffeke01",741,6.23,13988000,43.61,381417.077853951
"588","NL",1993,"swiftbi02",698,4.48,47694000,31.36,380206.942829915
"589","NL",2001,"morrima01",649,4.11,65273000,28.77,378816.120428554
"590","NL",1918,"vaughhi01",871,7.62,8854000,53.34,376724.307097481
"591","AL",1999,"rosadjo01",624,4.01,61722000,28.07,376387.780849053
"592","AL",1916,"covelha01",973,6.9,8778000,48.3,375305.65750668
"593","AL",1915,"mortogu01",720,7,8740000,49,373301.812867604
"594","NL",1957,"drabomo01",719,4.57,17483000,31.99,373079.292752365
"595","NL",1990,"harkemi01",521,4.63,40680000,32.41,372796.92622836
"596","AL",1973,"singebi01",947,5.94,29181000,41.58,372725.211756119
"597","AL",2019,"gonzama02",609,3.21,95819000,22.47,372337.268693924
"598","NL",2002,"wolfra02",632,4.26,66486000,29.82,371118.20325667
"599","NL",1914,"jamesbi02",1000,7.84,8702000,54.88,370208.992454487
"600","NL",2012,"chapmar01",215,3.38,80552000,23.66,369519.916579757
"601","NL",1970,"selmadi01",403,5.16,26100000,36.12,369236.632040455
"602","NL",1943,"andrena01",851,5.14,11568000,35.98,369163.403617015
"603","NL",1961,"jayjo01",742,4.46,20232000,31.22,366722.740624059
"604","NL",1942,"starrra01",830,5.43,11422000,38.01,366571.374536143
"605","AL",1910,"coombja01",1059,9.47,8550000,66.29,366139.836357075
"606","NL",1965,"shawbo01",705,5.26,22840000,36.82,365608.357398491
"607","NL",2001,"ortizru01",656,4.06,65273000,28.42,365184.68042105
"608","AL",1998,"moehlbr01",664,4.19,59384000,29.33,363809.108885494
"609","AL",2019,"workmbr01",215,3.16,95819000,22.12,362826.561148775
"610","NL",1941,"riddlel01",650,5.87,11276000,41.09,362778.582873521
"611","AL",1981,"leonade01",605,3.38,36801000,23.66,361779.867589533
"612","NL",1952,"hackewa02",555,6.22,13988000,43.54,360668.680560469
"613","AL",2011,"humbeph01",489,3.41,78371000,23.87,360643.09572677
"614","NL",1980,"mcgratu01",277,4.63,36370000,32.41,360228.672206292
"615","AL",2007,"putzjj01",215,4.02,72551000,28.14,359803.275226699
"616","NL",1960,"mccormi03",759,5.12,19580000,35.84,358937.582227562
"617","NL",1953,"simmocu01",714,4.43,14687000,31.01,358919.256016731
"618","AL",1913,"scottji01",937,7.59,8664000,53.13,358533.524982282
"619","NL",2009,"hansoto01",383,3.87,74977000,27.09,358474.455202405
"620","NL",2012,"niesejo01",571,3.29,80552000,23.03,358273.553341733
"621","NL",2018,"buehlwa01",412,3.38,93638000,23.66,356209.894097603
"622","NL",2018,"jeffrje01",230,3.38,93638000,23.66,356009.659303687
"623","AL",2017,"peacobr01",396,3.24,91457000,22.68,355837.195252404
"624","NL",2019,"alcansa01",592,3.12,95819000,21.84,354220.349411294
"625","NL",1898,"mcjamdo01",1122,8.12,5466000,56.84,353866.97112803
"626","NL",2008,"nolasri01",637,4.23,73764000,29.61,353749.343659932
"627","NL",2013,"chatwty01",334,3.44,82733000,24.08,352985.858426263
"628","NL",2002,"doteloc01",292,4.17,66486000,29.19,352981.553574219
"629","NL",1900,"hahnno01",934,6.36,5580000,44.52,352941.673395338
"630","NL",2001,"liebejo01",697,3.94,65273000,27.58,352151.611912353
"631","AL",1971,"siebeso01",706,5.36,27127000,37.52,350522.652496952
"632","NL",1909,"overaor01",855,7.31,8253000,51.17,350361.154669916
"633","NL",2005,"lowryno01",614,3.97,70125000,27.79,349486.849059128
"634","AL",2010,"soriajo01",197,3.68,76190000,25.76,349428.969505233
"635","NL",2017,"nelsoji02",526,3.23,91457000,22.61,348647.967456981
"636","AL",1999,"zimmeje02",263,3.88,61722000,27.16,347925.452221464
"637","AL",2009,"feldmsc01",569,3.77,74977000,26.39,347397.431126464
"638","NL",2012,"harrelu01",581,3.24,80552000,22.68,347321.165096477
"639","AL",1937,"wilsoja01",664,5.68,10767000,39.76,347298.754488108
"640","NL",2018,"hugheja02",236,3.33,93638000,23.31,346903.787019846
"641","NL",1983,"hammaat01",517,4.59,37663000,32.13,346786.585059909
"642","AL",2000,"castifr01",414,3.93,64060000,27.51,346201.466253472
"643","NL",1967,"queenme02",587,5,24144000,35,346119.240269047
"644","AL",2002,"weaveje01",599,4.16,66486000,29.12,344768.823071806
"645","AL",1993,"eldreca01",774,4.38,47694000,30.66,344540.339252698
"646","AL",1982,"bannifl01",741,4.7,37232000,32.9,344400.506438167
"647","AL",1993,"montgje01",262,4.38,47694000,30.66,344238.397109519
"648","NL",1959,"craigro01",458,4.94,18881000,34.58,343957.005378059
"649","AL",2004,"gordoto01",269,4,68912000,28,343752.745290932
"650","NL",1988,"perezpa01",564,4.48,39818000,31.36,343140.063375757
"651","AL",2010,"lewisco01",603,3.67,76190000,25.69,341588.413302692
"652","NL",2016,"eickhje01",592,3.55,89276000,24.85,341423.057516978
"653","NL",2011,"clippty01",265,3.36,78371000,23.52,340354.417950696
"654","NL",1995,"reedst01",252,4.09,52370000,28.63,339243.397747613
"655","NL",1986,"gullibi01",734,4.32,38956000,30.24,337770.409597827
"656","AL",2009,"bailean01",250,3.68,74977000,25.76,337051.776304016
"657","AL",1998,"arrojro01",606,4.11,59384000,28.77,336931.652544997
"658","NL",1998,"hoffmtr01",219,4.11,59384000,28.77,336659.725626554
